# Generated by Tobias Borsdorff <t.borsdorff@sron.nl> on Mon Mar  2 11:55:58 2015
# Level-2 format version: 1.0
# Level-1b product: /SCIA/LV1_01/Y/SCI_NL__1PYDPA20031119_193603_000061022021_00429_09000_0000.N1                                                                                                                                                                                                                                                                                                                                   
# Sensing start:   1418.81670361
# Sensing stop:   1418.88733534
# Orbit:  9000
# SICOR version: 1.0
# SCIAMACHY channel: 8
# Window (pixels):  394 -  620
# Window (nm): 2310.68 - 2338.51
# Pixel mask version: todo
# Cloud mask version: todo
#    lon0        lat0        lon1        lat1        lon2        lat2        lon3        lat3      lon_cent    lat_cent    dsr_time  int_time   sza    lza     H2O         HDO         N2O         CO          CH4         H2O_err     HDO_err     N2O_err     CO_err      CH4_err  red.chisq   dof eflag albedo   cl_fr mean_elev  st  px bs
#
 -150.666259   11.077417 -150.724503   10.836168 -151.786700   11.300503 -151.840835   11.072565 -151.254365   11.072178  1418.84921453 0.500  37.71  22.64  1.2237E+23  3.9318E+19   0.000      7.9495E+16  3.6338E+19  4.5898E+21  1.1337E+19   0.000      1.4054E+18  9.4967E+17   1.098      152  1  0.1815      0.12      0.00   9 112 0 
 -151.786700   11.300503 -151.840835   11.072565 -152.802447   11.498280 -152.853999   11.277845 -152.320826   11.287729  1418.84922032 0.500  38.38  13.98  8.2103E+22  3.1731E+19   0.000      3.0524E+17  3.0359E+19  1.9725E+21  6.1041E+18   0.000      7.7443E+17  4.6162E+17   1.253      152  1  0.3342      0.75      0.00   9 113 0 
 -152.802447   11.498280 -152.853999   11.277845 -153.768699   11.683728 -153.818861   11.465962 -153.310850   11.481851  1418.84922611 0.500  39.01   5.39  7.2860E+22  2.9371E+19   0.000      2.5958E+17  2.7635E+19  1.7531E+21  5.8094E+18   0.000      7.3906E+17  4.1956E+17   1.509      152  1  0.3511      0.62      0.00   9 114 0 
 -153.768699   11.683728 -153.818861   11.465962 -154.732244   11.867484 -154.782049   11.647872 -154.275313   11.666663  1418.84923190 0.500  39.63  -3.20  1.8083E+22  1.1985E+19   0.000     -1.1525E+18  1.5822E+19  6.4389E+20  4.4393E+18   0.000      5.5527E+17  2.5387E+17   2.897      152  1  0.4237      0.94      0.00   9 115 0 
 -154.732244   11.867484 -154.782049   11.647872 -155.732736   12.058237 -155.783182   11.832051 -155.257390   11.851851  1418.84923768 0.500  40.26 -11.78  5.5257E+22  2.7975E+19   0.000      4.4825E+17  2.8112E+19  1.4207E+21  5.4643E+18   0.000      7.0593E+17  3.9662E+17   1.710      152  1  0.3719      0.62      0.00   9 116 0 
 -155.732736   12.058237 -155.783182   11.832051 -156.825310   12.267671 -156.877471   12.029339 -156.304478   12.047357  1418.84924347 0.500  40.94 -20.41  4.0226E+22  2.8095E+19   0.000      9.6494E+17  2.6548E+19  8.5739E+20  3.7961E+18   0.000      4.9824E+17  2.7514E+17   2.414      152  1  0.5235      0.88      0.00   9 117 0 
 -156.825310   12.267671 -156.877471   12.029339 -158.057372   12.505081 -158.112462   12.247725 -157.467899   12.263143  1418.84924926 0.500  41.71 -29.15  4.6397E+22  2.2506E+19   0.000      1.3008E+18  2.6757E+19  7.5348E+20  3.0080E+18   0.000      4.0304E+17  2.2454E+17   2.535      152  1  0.6485      1.00      0.00   9 118 0 
 -149.463441   10.521512 -149.527594   10.259688 -150.736292   10.781531 -150.794387   10.540252 -150.130162   10.526378  1418.84926662 0.500  36.75  31.41  2.1141E+22 -2.3222E+18   0.000     -1.3294E+18  1.7828E+19  8.1953E+20  4.9804E+18   0.000      6.2983E+17  3.1296E+17   2.710      152  1  0.3381      0.94      0.00   9 121 0 
 -150.736292   10.781531 -150.794387   10.540252 -151.855561   11.004224 -151.909578   10.776262 -151.323752   10.776068  1418.84927240 0.500  37.50  22.64  1.4265E+23  4.4148E+19   0.000      4.1490E+18  3.6260E+19  5.5299E+21  1.2620E+19   0.000      1.8041E+18  1.0529E+18   1.174      152  1  0.1655      0.00      0.00   9 122 0 
 -151.855561   11.004224 -151.909578   10.776262 -152.870771   11.201870 -152.922228   10.981420 -152.389370   10.991364  1418.84927819 0.500  38.17  13.98  8.2088E+22  3.2293E+19   0.000     -1.7215E+16  2.8923E+19  1.9586E+21  6.0906E+18   0.000      7.6216E+17  4.4869E+17   1.466      152  1  0.3339      0.75      0.00   9 123 0 
 -152.870771   11.201870 -152.922228   10.981420 -153.836185   11.387213 -153.886273   11.169436 -153.378718   11.185371  1418.84928398 0.500  38.80   5.39  5.8325E+22  2.1390E+19   0.000     -8.5376E+17  2.2663E+19  3.4201E+21  1.2700E+19   0.000      1.5759E+18  8.4489E+17   1.591      152  1  0.1526      0.19      0.00   9 124 0 
 -153.836185   11.387213 -153.886273   11.169436 -154.798452   11.570857 -154.848203   11.351239 -154.342133   11.370077  1418.84928977 0.500  39.42  -3.20  5.6423E+22  2.2997E+19   0.000     -1.2202E+18  2.4607E+19  1.5496E+21  5.8859E+18   0.000      7.1678E+17  4.0374E+17   2.056      152  1  0.3388      0.88      0.00   9 125 0 
 -154.798452   11.570857 -154.848203   11.351239 -155.797719   11.761613 -155.848130   11.535427 -155.322968   11.555212  1418.84929555 0.500  40.06 -11.78  2.7770E+22  1.7663E+18   0.000     -8.4331E+17  1.9348E+19  1.0252E+21  5.5224E+18   0.000      7.0973E+17  3.5053E+17   2.340      152  1  0.3359      0.81      0.00   9 126 0 
 -155.797719   11.761613 -155.848130   11.535427 -156.889229   11.971223 -156.941377   11.732894 -156.368922   11.750809  1418.84930134 0.500  40.74 -20.41  2.5581E+22  2.6970E+19   0.000     -9.3153E+17  2.0991E+19  1.6831E+21  9.4836E+18   0.000      1.1608E+18  6.1720E+17   1.018      152  1  0.1989      0.38      0.00   9 127 0 
 -156.889229   11.971223 -156.941377   11.732894 -158.120265   12.209010 -158.175373   11.951655 -157.531312   11.966868  1418.84930713 0.500  41.51 -29.15  5.6164E+22  3.5541E+19   0.000      1.1799E+18  2.8129E+19  1.0653E+21  3.9310E+18   0.000      5.1308E+17  2.9334E+17   2.082      152  1  0.5094      0.75      0.00   9 128 0 
 -150.371568    6.716384 -150.433452    6.454224 -151.625024    6.967826 -151.681412    6.726187 -151.027703    6.716551  1418.85001229 0.500  34.07  31.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10   1 0 
 -151.625024    6.967826 -151.681412    6.726187 -152.734043    7.186205 -152.786737    6.957977 -152.206677    6.959870  1418.85001807 0.500  34.86  22.64  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10   2 0 
 -152.734043    7.186205 -152.786737    6.957977 -153.739003    7.381087 -153.789437    7.160439 -153.262201    7.171699  1418.85002386 0.500  35.57  13.98  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10   3 0 
 -153.739003    7.381087 -153.789437    7.160439 -154.694244    7.564904 -154.743564    7.346987 -154.241468    7.363607  1418.85002965 0.500  36.24   5.39  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10   4 0 
 -154.694244    7.564904 -154.743564    7.346987 -155.646096    7.748125 -155.695318    7.528419 -155.194711    7.547366  1418.85003543 0.500  36.89  -3.20  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10   5 0 
 -155.646096    7.748125 -155.695318    7.528419 -156.634115    7.939569 -156.684244    7.713350 -156.164839    7.732650  1418.85004122 0.500  37.56 -11.78  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10   6 0 
 -156.634115    7.939569 -156.684244    7.713350 -157.712669    8.151207 -157.764824    7.912907 -157.198835    7.929605  1418.85004701 0.500  38.28 -20.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10   7 0 
 -157.712669    8.151207 -157.764824    7.912907 -158.928033    8.392830 -158.983519    8.135593 -158.347092    8.148587  1418.85005280 0.500  39.09 -29.15  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10   8 0 
 -150.431881    6.418948 -150.493651    6.156600 -151.692866    6.671736 -151.749138    6.430069 -151.091727    6.419722  1418.85007016 0.500  33.87  31.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  11 0 
 -151.692866    6.671736 -151.749138    6.430069 -152.801132    6.889763 -152.853739    6.661513 -152.274097    6.663578  1418.85007594 0.500  34.66  22.64  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  12 0 
 -152.801132    6.889763 -152.853739    6.661513 -153.805658    7.084487 -153.856028    6.863823 -153.329039    6.875157  1418.85008173 0.500  35.38  13.98  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  13 0 
 -153.805658    7.084487 -153.856028    6.863823 -154.760310    7.268205 -154.809584    7.050277 -154.307804    7.066940  1418.85008752 0.500  36.05   5.39  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  14 0 
 -154.760310    7.268205 -154.809584    7.050277 -155.711683    7.451442 -155.760877    7.231728 -155.260522    7.250660  1418.85009331 0.500  36.71  -3.20  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  15 0 
 -155.711683    7.451442 -155.760877    7.231728 -156.699035    7.642958 -156.749156    7.416734 -156.230088    7.435988  1418.85009909 0.500  37.38 -11.78  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  16 0 
 -156.699035    7.642958 -156.749156    7.416734 -157.776831    7.854776 -157.829001    7.616476 -157.263382    7.633070  1418.85010488 0.500  38.10 -20.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  17 0 
 -157.776831    7.854776 -157.829001    7.616476 -158.991496    8.096775 -159.047026    7.839538 -158.410925    7.852328  1418.85011067 0.500  38.91 -29.15  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  18 0 
 -150.500370    6.123382 -150.561987    5.861001 -151.760729    6.375670 -151.816887    6.133978 -151.159844    6.123873  1418.85012803 0.500  33.67  31.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  21 0 
 -151.760729    6.375670 -151.816887    6.133978 -152.868254    6.593344 -152.920775    6.365073 -152.341546    6.367310  1418.85013381 0.500  34.47  22.64  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  22 0 
 -152.868254    6.593344 -152.920775    6.365073 -153.872083    6.787847 -153.922390    6.567166 -153.395780    6.578607  1418.85013960 0.500  35.19  13.98  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  23 0 
 -153.872083    6.787847 -153.922390    6.567166 -154.826450    6.971532 -154.875680    6.753592 -154.374064    6.770266  1418.85014539 0.500  35.86   5.39  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  24 0 
 -154.826450    6.971532 -154.875680    6.753592 -155.776956    7.154692 -155.826124    6.934972 -155.326215    6.953933  1418.85015118 0.500  36.52  -3.20  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  25 0 
 -155.776956    7.154692 -155.826124    6.934972 -156.763800    7.346312 -156.813914    7.120085 -156.295102    7.139277  1418.85015696 0.500  37.19 -11.78  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  26 0 
 -156.763800    7.346312 -156.813914    7.120085 -157.840851    7.558309 -157.893036    7.320011 -157.327781    7.336500  1418.85016275 0.500  37.92 -20.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  27 0 
 -157.840851    7.558309 -157.893036    7.320011 -159.054239    7.800549 -159.109813    7.543327 -158.474328    7.555968  1418.85016854 0.500  38.74 -29.15  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  28 0 
 -150.568270    5.827707 -150.629740    5.565285 -151.828275    6.079552 -151.884322    5.837832 -151.227511    5.827942  1418.85018590 0.500  33.47  31.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  31 0 
 -151.828275    6.079552 -151.884322    5.837832 -152.935260    6.296914 -152.987699    6.068622 -152.408779    6.071010  1418.85019168 0.500  34.27  22.64  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  32 0 
 -152.935260    6.296914 -152.987699    6.068622 -153.938561    6.491230 -153.988807    6.270534 -153.462491    6.282063  1418.85019747 0.500  34.99  13.98  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  33 0 
 -153.938561    6.491230 -153.988807    6.270534 -154.892256    6.674791 -154.941445    6.456840 -154.440184    6.473571  1418.85020326 0.500  35.67   5.39  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  34 0 
 -154.892256    6.674791 -154.941445    6.456840 -155.842334    6.857971 -155.891478    6.638243 -155.391794    6.657188  1418.85020905 0.500  36.33  -3.20  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  35 0 
 -155.842334    6.857971 -155.891478    6.638243 -156.828412    7.049632 -156.878521    6.823403 -156.360094    6.842563  1418.85021483 0.500  37.01 -11.78  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  36 0 
 -156.828412    7.049632 -156.878521    6.823403 -157.904895    7.261844 -157.957098    7.023548 -157.392117    7.039915  1418.85022062 0.500  37.74 -20.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  37 0 
 -157.904895    7.261844 -157.957098    7.023548 -159.117624    7.504458 -159.173245    7.247241 -158.538065    7.259676  1418.85022641 0.500  38.56 -29.15  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  38 0 
 -150.636400    5.532108 -150.697722    5.269652 -151.895507    5.783383 -151.951447    5.541632 -151.295135    5.532024  1418.85024377 0.500  33.27  31.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  41 0 
 -151.895507    5.783383 -151.951447    5.541632 -153.002153    6.000474 -153.054511    5.772161 -152.475800    5.774679  1418.85024956 0.500  34.08  22.64  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  42 0 
 -153.002153    6.000474 -153.054511    5.772161 -154.004814    6.194575 -154.055002    5.973862 -153.529034    5.985495  1418.85025534 0.500  34.80  13.98  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  43 0 
 -154.004814    6.194575 -154.055002    5.973862 -154.958140    6.378076 -155.007289    6.160114 -154.506232    6.176868  1418.85026113 0.500  35.48   5.39  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  44 0 
 -154.958140    6.378076 -155.007289    6.160114 -155.907681    6.561247 -155.956803    6.341512 -155.457398    6.360454  1418.85026692 0.500  36.15  -3.20  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  45 0 
 -155.907681    6.561247 -155.956803    6.341512 -156.893167    6.752984 -156.943273    6.526752 -156.425142    6.545864  1418.85027270 0.500  36.83 -11.78  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  46 0 
 -156.893167    6.752984 -156.943273    6.526752 -157.968966    6.965381 -158.021189    6.727086 -157.456539    6.743346  1418.85027849 0.500  37.56 -20.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  47 0 
 -157.968966    6.965381 -158.021189    6.727086 -159.180876    7.208328 -159.236546    6.951118 -158.601749    6.963365  1418.85028428 0.500  38.38 -29.15  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  48 0 
 -150.703743    5.236355 -150.764923    4.973854 -151.962769    5.487239 -152.018602    5.245460 -151.362383    5.236040  1418.85030164 0.500  33.08  31.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  51 0 
 -151.962769    5.487239 -152.018602    5.245460 -153.069087    5.704059 -153.121366    5.475726 -152.542857    5.478374  1418.85030743 0.500  33.89  22.64  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  52 0 
 -153.069087    5.704059 -153.121366    5.475726 -154.071265    5.897975 -154.121395    5.677247 -153.595696    5.688967  1418.85031321 0.500  34.62  13.98  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  53 0 
 -154.071265    5.897975 -154.121395    5.677247 -155.023970    6.081356 -155.073080    5.863382 -154.572352    5.880191  1418.85031900 0.500  35.30   5.39  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  54 0 
 -155.023970    6.081356 -155.073080    5.863382 -155.972999    6.264520 -156.022101    6.044778 -155.522961    6.063715  1418.85032479 0.500  35.97  -3.20  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  55 0 
 -155.972999    6.264520 -156.022101    6.044778 -156.958069    6.456370 -157.008174    6.230134 -156.490251    6.249179  1418.85033057 0.500  36.65 -11.78  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  56 0 
 -156.958069    6.456370 -157.008174    6.230134 -158.033067    6.668920 -158.085311    6.430627 -157.521050    6.446794  1418.85033636 0.500  37.38 -20.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  57 0 
 -158.033067    6.668920 -158.085311    6.430627 -159.244385    6.912247 -159.300106    6.655041 -158.665578    6.667079  1418.85034215 0.500  38.21 -29.15  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  58 0 
 -150.771727    4.940769 -150.832764    4.678238 -152.029893    5.191083 -152.085621    4.949276 -151.429883    4.940137  1418.85035951 0.500  32.88  31.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  61 0 
 -152.029893    5.191083 -152.085621    4.949276 -153.135612    5.407566 -153.187815    5.179211 -152.609642    5.182023  1418.85036530 0.500  33.70  22.64  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  62 0 
 -153.135612    5.407566 -153.187815    5.179211 -154.137496    5.601337 -154.187572    5.380593 -153.662046    5.392381  1418.85037108 0.500  34.43  13.98  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  63 0 
 -154.137496    5.601337 -154.187572    5.380593 -155.089745    5.784632 -155.138820    5.566647 -154.638337    5.583493  1418.85037687 0.500  35.11   5.39  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  64 0 
 -155.089745    5.784632 -155.138820    5.566647 -156.038428    5.967823 -156.087512    5.748073 -155.588554    5.766990  1418.85038266 0.500  35.78  -3.20  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  65 0 
 -156.038428    5.967823 -156.087512    5.748073 -157.022824    6.159723 -157.072930    5.933483 -156.555343    5.952493  1418.85038844 0.500  36.47 -11.78  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  66 0 
 -157.022824    6.159723 -157.072930    5.933483 -158.097035    6.372425 -158.149302    6.134135 -157.585423    6.150210  1418.85039423 0.500  37.21 -20.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  67 0 
 -158.097035    6.372425 -158.149302    6.134135 -159.307765    6.616127 -159.363540    6.358928 -158.729278    6.370757  1418.85040002 0.500  38.04 -29.15  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  68 0 
 -150.838727    4.644985 -150.899627    4.382410 -152.096881    4.894915 -152.152507    4.653081 -151.496824    4.644125  1418.85041738 0.500  32.69  31.41  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  71 0 
 -152.096881    4.894915 -152.152507    4.653081 -153.202333    5.111132 -153.254461    4.882757 -152.676457    4.885697  1418.85042317 0.500  33.51  22.64  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  72 0 
 -153.202333    5.111132 -153.254461    4.882757 -154.203789    5.304724 -154.253812    5.083965 -153.728525    5.095837  1418.85042895 0.500  34.24  13.98  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  9.9692E+36   0.000      9.9692E+36  9.9692E+36  9.9692E+36  152  1  9.9692E+36  1.00      0.00  10  73 0 
